disable_state_election_events_title;Disable State Election Events;;;;;;;;;;;;x,,
disable_state_election_events_desc;Tired of the event spree during an election? Click here to toggle them off! (Note: Country-wide election events will remain active);;;;;;;;;;;;x,,
enable_state_election_events_title;Enable State Election Events;;;;;;;;;;;;x,,
enable_state_election_events_desc;Want the usual state-wide election events back? Click here to toggle them on!;;;;;;;;;;;;x,,
disable_rgo_change_events_title;Disable RGO Change Events;;;;;;;;;;;;x,,
disable_rgo_change_events_desc;Tired of your farmers asking you for the 42nd time to intensify farming procedures? You don't want to change your grain provinces into wool? (Note: Colonial Farming events will remain active);;;;;;;;;;;;x,,
enable_rgo_change_events_title;Enable RGO Change Events;;;;;;;;;;;;x,,
enable_rgo_change_events_desc;Want to have the chance to change your RGO goods again? Click here to toggle the events on!;;;;;;;;;;;;x,,
disable_rgo_spread_events_title;Disable State RGO Improvement Events;;;;;;;;;;;;x,,
disable_rgo_spread_events_desc;Tired of every state telling you that it has been electrified? Fear not, with this decision RGO inventions will instead spread country-wide, reducing event spam for large nations significantly.;;;;;;;;;;;;x,,
enable_rgo_spread_events_title;Enable State RGO Improvement Events;;;;;;;;;;;;x,,
enable_rgo_spread_events_desc;Want the original RGO spreading back? Click here! \n\n (NOTE: You will lose all EARLY and IMPROVED modifiers without compensation.);;;;;;;;;;;;x,,
local_tractors_low;Early Tractors;;;;;;;;;;;;x,,
local_tractors_mid;Improved Tractors;;;;;;;;;;;;x,,
local_tractors_high;Tractors;;;;;;;;;;;;x,,
local_electricity_low;Early Electricity;;;;;;;;;;;;x,,
local_electricity_mid;Improved Electricity;;;;;;;;;;;;x,,
local_electricity_high;Electricity;;;;;;;;;;;;x,,
local_nitroglycerin_low;Early Nitroglycerin;;;;;;;;;;;;x,,
local_nitroglycerin_mid;Improved Nitroglycerin;;;;;;;;;;;;x,,
local_nitroglycerin_high;Nitroglycerin;;;;;;;;;;;;x,,
local_distribution_channels_low;Early Distribution Channels;;;;;;;;;;;;x,,
local_distribution_channels_mid;Improved Distribution Channels;;;;;;;;;;;;x,,
local_distribution_channels_high;Distribution Channels;;;;;;;;;;;;x,,
local_machine_tools_low;Early Machine Tools;;;;;;;;;;;;x,,
local_machine_tools_mid;Improved Machine Tools;;;;;;;;;;;;x,,
local_machine_tools_high;Machine Tools;;;;;;;;;;;;x,,
EVTNAME666900;Early Tractors in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTDESC666900;Mother, mother! Old man Johnson has bought a new machine! It can plough, pull, tear, move, and you can ride on it! He says it's called a 'tractor'!'\n\nThe advent of the tractor in $COUNTRYNAME$ has led to a revolution in local agriculture, with farm output increasing on a scale unfathomable a mere generation ago. Truly, the boons of industry are good unto $COUNTRY$.;;;;;;;;;;;;x,,
EVTOPTA666900;Truly, 'tis.;;;;;;;;;;;;x,,
EVTNAME666901;Improved Tractors in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTDESC666901;Mother, mother! Old man Johnson has bought a new machine! It can plough, pull, tear, move, and you can ride on it! He says it's called a 'tractor'!'\n\nThe advent of the tractor in $COUNTRYNAME$ has led to a revolution in local agriculture, with farm output increasing on a scale unfathomable a mere generation ago. Truly, the boons of industry are good unto $COUNTRY$.;;;;;;;;;;;;x,,
EVTOPTA666901;Truly, 'tis.;;;;;;;;;;;;x,,
EVTNAME666902;Tractors in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTDESC666902;Mother, mother! Old man Johnson has bought a new machine! It can plough, pull, tear, move, and you can ride on it! He says it's called a 'tractor'!'\n\nThe advent of the tractor in $COUNTRYNAME$ has led to a revolution in local agriculture, with farm output increasing on a scale unfathomable a mere generation ago. Truly, the boons of industry are good unto $COUNTRY$.;;;;;;;;;;;;x,,
EVTOPTA666902;Truly, 'tis.;;;;;;;;;;;;x,,
EVTNAME666910;Early Electricity in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTDESC666910;Mother, Mother! Have you seen the lights on Main Street? They're putting new lights in the lamp posts! They say that they're powered by 'electricity'!'\n\nElectricity, in the form of street lights, have arrived in $COUNTRYNAME$. This new type of lighting illuminates our cities in ways that have hereto only been dreamt of, increasing the efficiency and productivity of local industry, as well as the local quality of life.;;;;;;;;;;;;x,,
EVTOPTA666910;Brilliant!;;;;;;;;;;;;x,,
EVTNAME666911;Improved Electricity in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTDESC666911;Mother, Mother! Have you seen the lights on Main Street? They're putting new lights in the lamp posts! They say that they're powered by 'electricity'!'\n\nElectricity, in the form of street lights, have arrived in $COUNTRYNAME$. This new type of lighting illuminates our cities in ways that have hereto only been dreamt of, increasing the efficiency and productivity of local industry, as well as the local quality of life.;;;;;;;;;;;;x,,
EVTOPTA666911;Brilliant!;;;;;;;;;;;;x,,
EVTNAME666912;Electricity in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTDESC666912;Mother, Mother! Have you seen the lights on Main Street? They're putting new lights in the lamp posts! They say that they're powered by 'electricity'!'\n\nElectricity, in the form of street lights, have arrived in $COUNTRYNAME$. This new type of lighting illuminates our cities in ways that have hereto only been dreamt of, increasing the efficiency and productivity of local industry, as well as the local quality of life.;;;;;;;;;;;;x,,
EVTOPTA666912;Brilliant!;;;;;;;;;;;;x,,
EVTNAME666920;Early Nitroglycerin in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTDESC666920;Mother, Mother! Have you heard the sounds and booms echoing from the mine? They say it's a new type of explosive!'\n\nThe introduction of nitroglycerin, and with it the ability to dig deeper into the mine shafts than ever before, in $COUNTRYNAME$ means that the local mining industry has increased its output several times over.;;;;;;;;;;;;x,,
EVTOPTA666920;Kaboom!;;;;;;;;;;;;x,,
EVTNAME666921;Improved Nitroglycerin in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTDESC666921;Mother, Mother! Have you heard the sounds and booms echoing from the mine? They say it's a new type of explosive!'\n\nThe introduction of nitroglycerin, and with it the ability to dig deeper into the mine shafts than ever before, in $COUNTRYNAME$ means that the local mining industry has increased its output several times over.;;;;;;;;;;;;x,,
EVTOPTA666921;Kaboom!;;;;;;;;;;;;x,,
EVTNAME666922;Nitroglycerin in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTDESC666922;Mother, Mother! Have you heard the sounds and booms echoing from the mine? They say it's a new type of explosive!'\n\nThe introduction of nitroglycerin, and with it the ability to dig deeper into the mine shafts than ever before, in $COUNTRYNAME$ means that the local mining industry has increased its output several times over.;;;;;;;;;;;;x,,
EVTOPTA666922;Kaboom!;;;;;;;;;;;;x,,
EVTNAME666930;Early Distribution Channels in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTDESC666930;Mother! Mother! They've opened a new store in town!'\n\nThe nineteenth century saw the development of vastly improved channels for the distribution of goods to broader groups of customers. The opening of new, specialized and industrialized retailers was essential in bringing new industrial goods, produced in factories, to consumers. The new store in $COUNTRYNAME$ will increase the efficiency of the local farms, as farmers have to spend less time in travel to and from markets.;;;;;;;;;;;;x,,
EVTOPTA666930;Excellent!;;;;;;;;;;;;x,,
EVTNAME666931;Improved Distribution Channels in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTDESC666931;Mother! Mother! They've opened a new store in town!'\n\nThe nineteenth century saw the development of vastly improved channels for the distribution of goods to broader groups of customers. The opening of new, specialized and industrialized retailers was essential in bringing new industrial goods, produced in factories, to consumers. The new store in $COUNTRYNAME$ will increase the efficiency of the local farms, as farmers have to spend less time in travel to and from markets.;;;;;;;;;;;;x,,
EVTOPTA666931;Excellent!;;;;;;;;;;;;x,,
EVTNAME666932;Distribution Channels in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTDESC666932;Mother! Mother! They've opened a new store in town!'\n\nThe nineteenth century saw the development of vastly improved channels for the distribution of goods to broader groups of customers. The opening of new, specialized and industrialized retailers was essential in bringing new industrial goods, produced in factories, to consumers. The new store in $COUNTRYNAME$ will increase the efficiency of the local farms, as farmers have to spend less time in travel to and from markets.;;;;;;;;;;;;x,,
EVTOPTA666932;Excellent!;;;;;;;;;;;;x,,
EVTNAME666940;Early Machine Tools in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTDESC666940;Mother! Mother! Father says that they've got new tools in the mine!'\n\nWith the invention of machine tools, mines are slowly being fitted with new and efficient tools to aid the excavation of the slumbering riches below the surface. Mine efficiency and size has been increased in $COUNTRYNAME$ on account of this.;;;;;;;;;;;;x,,
EVTOPTA666940;Let us not dig too deep and greedily, though.;;;;;;;;;;;;x,,
EVTNAME666941;Improved Machine Tools in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTDESC666941;Mother! Mother! Father says that they've got new tools in the mine!'\n\nWith the invention of machine tools, mines are slowly being fitted with new and efficient tools to aid the excavation of the slumbering riches below the surface. Mine efficiency and size has been increased in $COUNTRYNAME$ on account of this.;;;;;;;;;;;;x,,
EVTOPTA666941;Let us not dig too deep and greedily, though.;;;;;;;;;;;;x,,
EVTNAME666942;Machine Tools in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTDESC666942;Mother! Mother! Father says that they've got new tools in the mine!'\n\nWith the invention of machine tools, mines are slowly being fitted with new and efficient tools to aid the excavation of the slumbering riches below the surface. Mine efficiency and size has been increased in $COUNTRYNAME$ on account of this.;;;;;;;;;;;;x,,
EVTOPTA666942;Let us not dig too deep and greedily, though.;;;;;;;;;;;;x,,
EVTNAME999000;National Debate: Trade Policy;;;;;;;;;;;;x,,
EVTDESC999000;The intensive election campaign has reached the boiling point in $COUNTRY$, where a fierce trade policy debate pits the friends of free trade against the pals of protectionism in a rough rumble-and-tumble to determine the future of our nation's traders. Free-traders argue that goods must be allowed to freely cross all borders, while protectionists argue that our nation's fragile industries need protection from dangerous foreign competition threatening to undo them. Which path will $COUNTRY$ tread, as it decides on: Free trade, or Protectionism?;;;;;;;;;;;;x,,
EVTOPTA999000;Our trade must be protected from destructive foreign competition!;;;;;;;;;;;;x,,
EVTOPTB999000;Let the debate take its own course, and let the chips fall where they may!;;;;;;;;;;;;x,,
EVTOPTC999000;Freedom of trade shall not perish from this Earth!;;;;;;;;;;;;x,,
EVTNAME999001;National Debate: Economic Policy;;;;;;;;;;;;x,,
EVTDESC999001;The debate had been going on for several hours, when a candidate stepped forward and presented arguments for their cause which silenced all opponents.;;;;;;;;;;;;x,,
EVTOPTA999001;Decisive arguments for Laissez Faire.;;;;;;;;;;;;x,,
EVTOPTB999001;Decisive arguments for Interventionism.;;;;;;;;;;;;x,,
EVTOPTC999001;Decisive arguments for State Capitalism.;;;;;;;;;;;;x,,
EVTOPTD999001;Decisive arguments for Planned Economy.;;;;;;;;;;;;x,,
EVTNAME999002;National Debate: Religious Policy;;;;;;;;;;;;x,,
EVTDESC999002;'The morality and virtue of our people have started to decline!' This statement caused much stir among the debaters of toleration and religious plurality. They have started to question the country's view on religion.;;;;;;;;;;;;x,,
EVTOPTA999002;There are no Gods!;;;;;;;;;;;;x,,
EVTOPTB999002;Religion is not a political issue!;;;;;;;;;;;;x,,
EVTOPTC999002;Let the people have their faith.;;;;;;;;;;;;x,,
EVTOPTD999002;There is one faith and one faith only!;;;;;;;;;;;;x,,
EVTNAME999003;National Debate: Citizenship Policy;;;;;;;;;;;;x,,
EVTDESC999003;Two debaters are arguing heatedly about their views. The rest of the hall sits dumbfounded when words like aliens, minorities, ethnic and cultural groups are thrown between the two. One wish that immigrants should adapt to the dominant culture while the other believes that they should retain their cultural heritage.;;;;;;;;;;;;x,,
EVTOPTA999003;Give them residency.;;;;;;;;;;;;x,,
EVTOPTB999003;We need to limit their citizenship.;;;;;;;;;;;;x,,
EVTOPTC999003;Let them have full citizenship.;;;;;;;;;;;;x,,
EVTNAME999004;National Debate: War Policy;;;;;;;;;;;;x,,
EVTDESC999004;Patriots and pacifists are fighting in the townhouse, using words to hurt and kill their enemies. A long since dead and buried dispute between $COUNTRY$ and its neighbor has once again shown its ugly head. Patriots wish to invade the country while pacifists believe that there are other ways to resolve the dispute.;;;;;;;;;;;;x,,
EVTOPTA999004;We are patriots and we are going to fight for our country!;;;;;;;;;;;;x,,
EVTOPTB999004;Violence can be used, but in this situation it would be meaningless.;;;;;;;;;;;;x,,
EVTOPTC999004;War between countries is never good.;;;;;;;;;;;;x,,
EVTOPTD999004;This can be solved without violence.;;;;;;;;;;;;x,,
synthetic_rubber_factory;Synthetic Rubber Factory;;;;;;;;;;;;x,,
synthetic_tropical_factory;Synthetic Wood Factory;;;;;;;;;;;;x,,
synthetic_silk_factory;Synthetic Silk Factory;;;;;;;;;;;;x,,
synthetic_rubber_factory_desc;Using oil, the synthetic rubber factory produces rubber out of that oil. Vital for nations that do not have ready access to rubber.;;;;;;;;;;;;x,,
synthetic_tropical_factory_desc;Using oil, the synthetic tropical factory produces tropical wood. Vital for nations that do not have ready access to tropical wood.;;;;;;;;;;;;x,,
synthetic_silk_factory_desc;Using oil, the synthetic rubber factory produces silk. Vital for nations that do not have ready access to silk.;;;;;;;;;;;;x,,
import_substitution_industrialization_2;Synthetic Rubber Production;;;;;;;;;;;;x,,
import_substitution_industrialization_3;Synthetic Tropical Wood Production;;;;;;;;;;;;x,,
import_substitution_industrialization_4;Synthetic Silk Production;;;;;;;;;;;;x,,
import_substitution_industrialization_2_desc;The growth of the global economy in the nineteenth and early twentieth century resulted in increased demand for industrial goods by non-Western societies. However, the realities of war in the industrial age and increasing economic instability of periods of expansion and contraction resulted in non-Western societies at times being unable to meet their needs for industrial goods from the traditional producers of such goods in the West. As a result, an opening for producers in non-Western societies to meet the demand for those industrial goods that could not be acquired easily from the West arose, and industrialization in the non-Western world began to grow. Eventually pressure to protect these new industries from competition from overseas would lead some nations which had maintained political independence to adopt policies of import substitiution industrialization to encourage their societies to break their dependence upon the West for industrial goods and, by extension, strengthen their own societies in the global economic system. Import substitution industrialization would gain in influence during the course of the twentieth century as the resources of the West were dedicated more towards resolving problems in the West;La croissance de l'économie mondiale au XIXe siècle et début du XXe siècle a entraîné une demande accrue pour les produits industriels par les sociétés non occidentales. Cependant, les réalités de la guerre dans l'ère industrielle et l'augmentation de l'instabilité économique avec des périodes d'expansion et de contraction, a entraîné pour les non-occidentaux, une incapacité à répondre à leurs besoins en matière de produits industriels de l'Ouest. En conséquence, un créneau pour les producteurs non occidentaux de répondre à la demande qui ne pouvait être acquise facilement de l'Occident est apparu, et l'industrialisation dans le monde non-occidental a commencé à croître. Finalement, la pression pour protéger ces industries nouvelles de la concurrence de l'étranger a entraînait certains pays qui ont maintenu l'indépendance politique à adopter des politiques d'industrialisation en substitution aux importations afin d'encourager leurs sociétés à rompre leur dépendance à l'égard de l'Occident et, par extension, à renforcer leurs propres sociétés dans le système économique mondial. L'industrialisation de substitution des importations gagna en influence au cours du XXe siècle. ;Das Wachstum der Weltwirtschaft im neunzehnten und frühen zwanzigsten Jahrhundert führte zu einer gesteigerten Industriegüternachfrage durch nichtwestliche Gesellschaften. Die Kriege des Industriezeitalters und die zunehmende wirtschaftliche Instabilität führte in nichtwestlichen Gesellschaften jedoch zeitweilig dazu, dass sie ihren Industriegüterbedarf nicht mehr mit Lieferungen von den angestammten Produzenten dieser Güter im Westen decken konnten. Dies gab Produzenten aus nichtwestlichen Gesellschaften stetig besser werdende Möglichkeiten, den Bedarf von Industriegütern, der durch die Einfuhr von Westimporten nicht einfach gedeckt werden konnte, mit lokalen Produkten zu decken. Dies führte zu einer zunehmenden Industrialisierung der nichtwestlichen Welt. Schließlich führte der Druck, diese neuen Industrien vor der Konkurrenz aus Übersee zu schützen, in einigen Nationen, die sich ihre politische Unabhängigkeit zur Anwendung der Importsubstitutions-Industrialisierung bewahrt hatten, dazu, ihre Industriegüter-bezogene Abhängigkeit vom Westen zu beenden und die Stellung ihrer eigenen Gesellschaften im globalen Wirtschaftssystem zu kräftigen. Die Importsubstitutions-Industrialisierung wurde im Verlauf des zwanzigsten Jahrhunderts immer wichtiger, da die Ressourcen des Westens zunehmend zur Lösung westlicher Probleme eingesetzt wurden.;;El crecimiento de la economía mundial en el siglo XIX y principios del XX provocó un aumento de la demanda de bienes industriales en países no occidentales. Sin embargo, las realidades de la guerra en la era industrial y la creciente inestabilidad económica, con periodos de expansión y contracción cada vez más marcados, provocaron que, en determinados momentos, estos países no pudieran satisfacer sus necesidades a través de sus productores habituales, en occidente. Como consecuencia de ello, se crearon las condiciones necesarias para la aparición de productores no occidentales, capaces de nutrir la demanda de bienes industriales, lo que fomentó la industrialización del mundo no occidental. Al final, la presión para proteger estas industrias frente a la competición extranjera llevaría a algunos países que habían mantenido su independencia política a adoptar políticas de industrialización para sustituir las importaciones, a fin de romper su dependencia de los productos industriales occidentales y, por extensión, reforzar su papel en el sistema económico global. La industrialización sustitutiva iría cobrando mayor importancia a lo largo del siglo XX, a medida que los recursos de occidente se emplearan cada vez más para resolver los problemas de occidente.;;;;;;;;x,,
import_substitution_industrialization_3_desc;The growth of the global economy in the nineteenth and early twentieth century resulted in increased demand for industrial goods by non-Western societies. However, the realities of war in the industrial age and increasing economic instability of periods of expansion and contraction resulted in non-Western societies at times being unable to meet their needs for industrial goods from the traditional producers of such goods in the West. As a result, an opening for producers in non-Western societies to meet the demand for those industrial goods that could not be acquired easily from the West arose, and industrialization in the non-Western world began to grow. Eventually pressure to protect these new industries from competition from overseas would lead some nations which had maintained political independence to adopt policies of import substitiution industrialization to encourage their societies to break their dependence upon the West for industrial goods and, by extension, strengthen their own societies in the global economic system. Import substitution industrialization would gain in influence during the course of the twentieth century as the resources of the West were dedicated more towards resolving problems in the West;La croissance de l'économie mondiale au XIXe siècle et début du XXe siècle a entraîné une demande accrue pour les produits industriels par les sociétés non occidentales. Cependant, les réalités de la guerre dans l'ère industrielle et l'augmentation de l'instabilité économique avec des périodes d'expansion et de contraction, a entraîné pour les non-occidentaux, une incapacité à répondre à leurs besoins en matière de produits industriels de l'Ouest. En conséquence, un créneau pour les producteurs non occidentaux de répondre à la demande qui ne pouvait être acquise facilement de l'Occident est apparu, et l'industrialisation dans le monde non-occidental a commencé à croître. Finalement, la pression pour protéger ces industries nouvelles de la concurrence de l'étranger a entraînait certains pays qui ont maintenu l'indépendance politique à adopter des politiques d'industrialisation en substitution aux importations afin d'encourager leurs sociétés à rompre leur dépendance à l'égard de l'Occident et, par extension, à renforcer leurs propres sociétés dans le système économique mondial. L'industrialisation de substitution des importations gagna en influence au cours du XXe siècle. ;Das Wachstum der Weltwirtschaft im neunzehnten und frühen zwanzigsten Jahrhundert führte zu einer gesteigerten Industriegüternachfrage durch nichtwestliche Gesellschaften. Die Kriege des Industriezeitalters und die zunehmende wirtschaftliche Instabilität führte in nichtwestlichen Gesellschaften jedoch zeitweilig dazu, dass sie ihren Industriegüterbedarf nicht mehr mit Lieferungen von den angestammten Produzenten dieser Güter im Westen decken konnten. Dies gab Produzenten aus nichtwestlichen Gesellschaften stetig besser werdende Möglichkeiten, den Bedarf von Industriegütern, der durch die Einfuhr von Westimporten nicht einfach gedeckt werden konnte, mit lokalen Produkten zu decken. Dies führte zu einer zunehmenden Industrialisierung der nichtwestlichen Welt. Schließlich führte der Druck, diese neuen Industrien vor der Konkurrenz aus Übersee zu schützen, in einigen Nationen, die sich ihre politische Unabhängigkeit zur Anwendung der Importsubstitutions-Industrialisierung bewahrt hatten, dazu, ihre Industriegüter-bezogene Abhängigkeit vom Westen zu beenden und die Stellung ihrer eigenen Gesellschaften im globalen Wirtschaftssystem zu kräftigen. Die Importsubstitutions-Industrialisierung wurde im Verlauf des zwanzigsten Jahrhunderts immer wichtiger, da die Ressourcen des Westens zunehmend zur Lösung westlicher Probleme eingesetzt wurden.;;El crecimiento de la economía mundial en el siglo XIX y principios del XX provocó un aumento de la demanda de bienes industriales en países no occidentales. Sin embargo, las realidades de la guerra en la era industrial y la creciente inestabilidad económica, con periodos de expansión y contracción cada vez más marcados, provocaron que, en determinados momentos, estos países no pudieran satisfacer sus necesidades a través de sus productores habituales, en occidente. Como consecuencia de ello, se crearon las condiciones necesarias para la aparición de productores no occidentales, capaces de nutrir la demanda de bienes industriales, lo que fomentó la industrialización del mundo no occidental. Al final, la presión para proteger estas industrias frente a la competición extranjera llevaría a algunos países que habían mantenido su independencia política a adoptar políticas de industrialización para sustituir las importaciones, a fin de romper su dependencia de los productos industriales occidentales y, por extensión, reforzar su papel en el sistema económico global. La industrialización sustitutiva iría cobrando mayor importancia a lo largo del siglo XX, a medida que los recursos de occidente se emplearan cada vez más para resolver los problemas de occidente.;;;;;;;;x,,
import_substitution_industrialization_4_desc;The growth of the global economy in the nineteenth and early twentieth century resulted in increased demand for industrial goods by non-Western societies. However, the realities of war in the industrial age and increasing economic instability of periods of expansion and contraction resulted in non-Western societies at times being unable to meet their needs for industrial goods from the traditional producers of such goods in the West. As a result, an opening for producers in non-Western societies to meet the demand for those industrial goods that could not be acquired easily from the West arose, and industrialization in the non-Western world began to grow. Eventually pressure to protect these new industries from competition from overseas would lead some nations which had maintained political independence to adopt policies of import substitiution industrialization to encourage their societies to break their dependence upon the West for industrial goods and, by extension, strengthen their own societies in the global economic system. Import substitution industrialization would gain in influence during the course of the twentieth century as the resources of the West were dedicated more towards resolving problems in the West;La croissance de l'économie mondiale au XIXe siècle et début du XXe siècle a entraîné une demande accrue pour les produits industriels par les sociétés non occidentales. Cependant, les réalités de la guerre dans l'ère industrielle et l'augmentation de l'instabilité économique avec des périodes d'expansion et de contraction, a entraîné pour les non-occidentaux, une incapacité à répondre à leurs besoins en matière de produits industriels de l'Ouest. En conséquence, un créneau pour les producteurs non occidentaux de répondre à la demande qui ne pouvait être acquise facilement de l'Occident est apparu, et l'industrialisation dans le monde non-occidental a commencé à croître. Finalement, la pression pour protéger ces industries nouvelles de la concurrence de l'étranger a entraînait certains pays qui ont maintenu l'indépendance politique à adopter des politiques d'industrialisation en substitution aux importations afin d'encourager leurs sociétés à rompre leur dépendance à l'égard de l'Occident et, par extension, à renforcer leurs propres sociétés dans le système économique mondial. L'industrialisation de substitution des importations gagna en influence au cours du XXe siècle. ;Das Wachstum der Weltwirtschaft im neunzehnten und frühen zwanzigsten Jahrhundert führte zu einer gesteigerten Industriegüternachfrage durch nichtwestliche Gesellschaften. Die Kriege des Industriezeitalters und die zunehmende wirtschaftliche Instabilität führte in nichtwestlichen Gesellschaften jedoch zeitweilig dazu, dass sie ihren Industriegüterbedarf nicht mehr mit Lieferungen von den angestammten Produzenten dieser Güter im Westen decken konnten. Dies gab Produzenten aus nichtwestlichen Gesellschaften stetig besser werdende Möglichkeiten, den Bedarf von Industriegütern, der durch die Einfuhr von Westimporten nicht einfach gedeckt werden konnte, mit lokalen Produkten zu decken. Dies führte zu einer zunehmenden Industrialisierung der nichtwestlichen Welt. Schließlich führte der Druck, diese neuen Industrien vor der Konkurrenz aus Übersee zu schützen, in einigen Nationen, die sich ihre politische Unabhängigkeit zur Anwendung der Importsubstitutions-Industrialisierung bewahrt hatten, dazu, ihre Industriegüter-bezogene Abhängigkeit vom Westen zu beenden und die Stellung ihrer eigenen Gesellschaften im globalen Wirtschaftssystem zu kräftigen. Die Importsubstitutions-Industrialisierung wurde im Verlauf des zwanzigsten Jahrhunderts immer wichtiger, da die Ressourcen des Westens zunehmend zur Lösung westlicher Probleme eingesetzt wurden.;;El crecimiento de la economía mundial en el siglo XIX y principios del XX provocó un aumento de la demanda de bienes industriales en países no occidentales. Sin embargo, las realidades de la guerra en la era industrial y la creciente inestabilidad económica, con periodos de expansión y contracción cada vez más marcados, provocaron que, en determinados momentos, estos países no pudieran satisfacer sus necesidades a través de sus productores habituales, en occidente. Como consecuencia de ello, se crearon las condiciones necesarias para la aparición de productores no occidentales, capaces de nutrir la demanda de bienes industriales, lo que fomentó la industrialización del mundo no occidental. Al final, la presión para proteger estas industrias frente a la competición extranjera llevaría a algunos países que habían mantenido su independencia política a adoptar políticas de industrialización para sustituir las importaciones, a fin de romper su dependencia de los productos industriales occidentales y, por extensión, reforzar su papel en el sistema económico global. La industrialización sustitutiva iría cobrando mayor importancia a lo largo del siglo XX, a medida que los recursos de occidente se emplearan cada vez más para resolver los problemas de occidente.;;;;;;;;x,,
Secede_Australia_title;Secede Australia;;;;;;;;;;;;x,,
Secede_Australia_desc;We currently control territory that rightfully belongs to Australia. Maybe we should give it to them to beautify the map?;;;;;;;;;;;;x,,
Secede_Canada_title;Secede Canada;;;;;;;;;;;;x,,
Secede_Canada_desc;We currently control territory that rightfully belongs to Canada. Maybe we should give it to them to beautify the map?;;;;;;;;;;;;x,,
